C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.23CEST03:43:58

Vmag< 11&dec >=0&rah >=0.75&rah< 1.0
------------------------------------

Number of objects : 4837

 #  |                              identifier                              |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type     |   ang. size   
----|----------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|------------------|---------|--------------------|---------------
3639|BD+37 171                                                             |Star                           |00 55 52.9472023752 +38 28 07.612315644|123.8871525086062 -24.3947228616147|   2.223 -0.363   |9.77     |K0                  |    ~     ~    
3640|BD+37 139                                                             |Star                           |00 48 22.4750280240 +37 58 40.120652028|122.2664526387816 -24.8899780820617| -10.853 -1.035   |9.94     |K0                  |    ~     ~    
3641|BD+37 141                                                             |Star                           |00 48 35.2322390328 +37 48 01.011967056|122.3102468936634 -25.0680254155153|-21.850 -34.440   |10.45    |F8                  |    ~     ~    
3642|TYC 2797-164-1                                                        |Star                           |00 48 58.9816616472 +37 54 46.246160160|122.3978695103372 -24.9563558215480| 14.770 -15.511   |10.65    |F8                  |    ~     ~    
3643|HD 4702                                                               |High Proper Motion Star        |00 49 33.7228734384 +38 12 17.966916540|122.5264130165688 -24.6652797825165|  90.952 10.411   |8.02     |F8                  |    ~     ~    
3644|BD+37 148                                                             |Star                           |00 50 29.9769070152 +38 06 19.155755592|122.7286479780219 -24.7660562013933|  -4.760 -4.704   |9.51     |A2                  |    ~     ~    
3645|BD+37 149                                                             |Star                           |00 50 36.8301857400 +38 11 51.294181884|122.7537511302046 -24.6738807767413|  26.921 -0.499   |9.27     |F2                  |    ~     ~    
3646|HD 4869                                                               |High Proper Motion Star        |00 51 12.2657199168 +38 02 31.946004744|122.8812727252057 -24.8295173982858| 27.538 -43.378   |7.16     |K0                  |    ~     ~    
3647|BD+37 153                                                             |Star                           |00 51 31.5396456024 +38 05 35.657707560|122.9509407438407 -24.7785060928549|   19.824 0.136   |9.67     |G5                  |    ~     ~    
3648|BD+37 169                                                             |Star                           |00 55 12.8990416968 +38 14 15.791994096|123.7478110562037 -24.6280439967440|  4.205 -12.575   |9.90     |F8                  |    ~     ~    
3649|TYC 2798-1298-1                                                       |Long-Period Variable Candidate |00 55 11.1118670832 +38 14 07.467687672|123.7414184002249 -24.6304500053517|  11.781 -1.674   |10.8     |~                   |    ~     ~    
3650|BD+36 127                                                             |Star                           |00 47 56.0486799864 +36 54 34.888580136|122.1529648624284 -25.9567569088079| -7.830 -23.772   |8.96     |K0                  |    ~     ~    
3651|BD+36 128                                                             |Star                           |00 48 43.2498994056 +37 06 04.871848392|122.3303464393238 -25.7672205675858|  4.973 -11.444   |10.37    |K0                  |    ~     ~    
3652|BD+36 130                                                             |Star                           |00 49 11.8567327032 +36 52 21.210989628|122.4334446272374 -25.9970206339952|  -0.486 -1.133   |10.04    |F2                  |    ~     ~    
3653|BD+36 131                                                             |Star                           |00 49 14.7012694368 +36 53 48.959024532|122.4442498404884 -25.9727380734508|  -0.781 -1.107   |9.65     |G0                  |    ~     ~    
3654|BD+36 133                                                             |Star                           |00 50 15.8716678920 +37 06 30.808668564|122.6721643643481 -25.7625978063127| -9.143 -10.873   |9.76     |G5                  |    ~     ~    
3655|BD+36 134                                                             |Star                           |00 50 23.6034472632 +37 45 52.454528352|122.7039542528477 -25.1067145347759|  3.950 -10.124   |9.52     |F5                  |    ~     ~    
3656|HD 4882                                                               |Star                           |00 51 20.1233822040 +37 01 58.189513188|122.9091918793020 -25.8389126391054|  11.105 -6.304   |8.52     |A2                  |    ~     ~    
3657|HD 4927                                                               |Star                           |00 51 43.0973056176 +37 16 09.543483696|122.9937792451657 -25.6023962774511|   -2.352 3.003   |9.53     |A3                  |    ~     ~    
3658|BD+36 145                                                             |Spectroscopic Binary           |00 52 54.3614919120 +36 56 41.241134652|123.2580842811856 -25.9260286409895|   3.048 -9.023   |8.68     |M0                  |    ~     ~    
3659|BD+36 147                                                             |Spectroscopic Binary           |00 53 27.2827855872 +37 11 40.101812772|123.3775658029665 -25.6755297561715| 14.766 -12.886   |8.77     |G5                  |    ~     ~    
3660|HD 5118                                                               |Star                           |00 53 28.2228286128 +37 25 05.531755188|123.3788577555152 -25.4517805613038|  7.799 -41.324   |6.057    |K3III:              |    ~     ~    
3661|BD+36 149                                                             |Star                           |00 53 58.9326973056 +37 11 43.875994488|123.4941054325209 -25.6734492060563|    1.298 3.946   |9.65     |K0                  |    ~     ~    
3662|HD 5359                                                               |Star                           |00 55 53.8407909432 +37 36 12.824185680|123.9085425322441 -25.2597289483985|  3.878 -14.531   |8.82     |G5                  |    ~     ~    
3663|HD 4563                                                               |High Proper Motion Star        |00 48 00.5809256088 +36 29 13.184489184|122.1627708950933 -26.3796320150723| 28.961 -46.822   |7.84     |F8                  |    ~     ~    
3664|BD+35 157                                                             |High Proper Motion Star        |00 52 04.1765055072 +36 23 34.568548368|123.0739469817170 -26.4786376820910|  51.175 17.885   |9.25     |G5                  |    ~     ~    
3665|BD+35 161                                                             |Star                           |00 53 21.3712525848 +36 17 10.298473728|123.3641902109094 -26.5839435336428|  -3.464 -4.577   |9.89     |K0                  |    ~     ~    
