C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:15:54

dec >=0&rah >=0.25&rah< 0.5&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 4911

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
4218|TYC 2795-1894-1                                                                                          |Star                              |00 22 28.2486966864 +44 47 01.441696956|117.5403735359767 -17.7845554733772|  -0.450 -6.467  |9.79     |~                 |    ~     ~    |    1|  397.646   pc  |  -2.4193     +2.4193  |paral   |2020yCat.1350....0G
4219|TYC 2795-2244-1                                                                                          |Star                              |00 22 00.6817845672 +44 42 02.293424460|117.4449167013446 -17.8573739662831|  -5.909 -0.757  |10.10    |~                 |    ~     ~    |    1|  987.362   pc  | -12.8685    +12.8685  |paral   |2020yCat.1350....0G
4220|TYC 2795-2402-1                                                                                          |Star                              |00 21 25.0844740488 +44 35 14.063362296|117.3204141277985 -17.9571735625944|   17.819 3.840  |10.88    |~                 |    ~     ~    |    1|  736.214   pc  | -18.5910    +18.5910  |paral   |2020yCat.1350....0G
4221|TYC 2795-2601-1                                                                                          |Star                              |00 20 14.4872121984 +43 14 46.001212476|116.9216085622602 -19.2612729738007| 42.688 -17.143  |10.27    |~                 |    ~     ~    |    1|  261.986   pc  |  -1.3384     +1.3384  |paral   |2020yCat.1350....0G
4222|TYC 2795-2683-1                                                                                          |Star                              |00 20 03.0239428680 +44 05 23.796059352|116.9995275371442 -18.4199598139515|   16.255 4.945  |10.53    |~                 |    ~     ~    |    1|  737.354   pc  | -11.5806    +11.5806  |paral   |2020yCat.1350....0G
4223|TYC 2794-2060-1                                                                                          |Star                              |00 18 20.5937176056 +43 45 41.691455388|116.6324900019651 -18.7049982742294|-45.554 -16.154  |10.86    |F5V               |    ~     ~    |    1|  270.088   pc  |  -0.8827     +0.8827  |paral   |2020yCat.1350....0G
4224|HD 1919                                                                                                  |Spectroscopic Binary              |00 23 38.1014599152 +42 03 21.568477860|117.4265362631504 -20.5183583450226|-43.171 -32.720  |8.11     |F5                |    ~     ~    |    1|  179.199   pc  |  -8.1565     +8.1565  |paral   |2020yCat.1350....0G
4225|BD+41 56                                                                                                 |Star                              |00 24 46.6182807336 +42 06 23.154911784|117.6573826900891 -20.4921052924758|   -0.848 2.670  |10.02    |K5                |    ~     ~    |    1| 1285.512   pc  | -24.7881    +24.7881  |paral   |2020yCat.1350....0G
4226|HD 2422                                                                                                  |Star                              |00 28 14.6076165384 +42 10 37.121677968|118.3474799232517 -20.4882106757017| 44.559 -17.451  |8.55     |G5                |    ~     ~    |    1|  355.240   pc  |  -2.4356     +2.4356  |paral   |2020yCat.1350....0G
4227|HD 1848                                                                                                  |Star                              |00 23 03.1533858624 +44 31 30.856561464|117.6166492233248 -18.0533606213426|  -4.696 -0.519  |7.29     |A2                |    ~     ~    |    1|  290.723   pc  |  -2.2144     +2.2144  |paral   |2020yCat.1350....0G
4228|BD+43 70                                                                                                 |Star                              |00 23 35.9030775360 +44 29 44.446044300|117.7147750965877 -18.0938712081718| 40.650 -23.013  |9.76     |K0                |    ~     ~    |    1|   80.860   pc  |  -0.5518     +0.5518  |paral   |2020yCat.1350....0G
4229|BD+43 69                                                                                                 |Star                              |00 23 27.5132943864 +44 03 25.870324608|117.6359842140975 -18.5266615911414|  4.503 -19.768  |9.27     |K0                |    ~     ~    |    1|  476.554   pc  |  -4.6329     +4.6329  |paral   |2020yCat.1350....0G
4230|BD+43 71                                                                                                 |Star                              |00 24 01.2519804264 +44 11 06.251132040|117.7569500978025 -18.4110152601222|   10.683 1.636  |9.20     |K0                |    ~     ~    |    1|  449.762   pc  |  -3.1961     +3.1961  |paral   |2020yCat.1350....0G
4231|HD 1952                                                                                                  |Star                              |00 24 05.2650862680 +44 15 53.044047000|117.7788806166037 -18.3331893149401|  -9.377 -4.102  |6.655    |F5IVn             |    ~     ~    |    1|  160.069   pc  |  -0.5201     +0.5201  |paral   |2020yCat.1350....0G
4232|BD+42 66                                                                                                 |High Proper Motion Star           |00 23 14.0405809056 +43 09 09.001633068|117.4832004702488 -19.4206603826881| 52.126 -12.826  |9.47     |F5                |    ~     ~    |    1|  242.630   pc  |  -1.1067     +1.1067  |paral   |2020yCat.1350....0G
4233|BD+41 47                                                                                                 |Star                              |00 23 06.0439390536 +42 22 57.459332604|117.3621432628346 -20.1824541285655|    6.322 0.138  |9.58     |K0                |    ~     ~    |    1|  567.054   pc  | -18.2319    +18.2319  |paral   |2020yCat.1350....0G
4234|BD+41 55                                                                                                 |Star                              |00 24 38.3677206384 +42 33 25.318443528|117.6834865787037 -20.0414530515265|  -2.839 -7.383  |9.59     |K0                |    ~     ~    |    1|  596.196   pc  |  -4.6208     +4.6208  |paral   |2020yCat.1350....0G
4235|HD 2091                                                                                                  |Star                              |00 25 24.2343945480 +44 19 27.845933988|118.0323322596729 -18.2995338194650|  -3.033 -7.493  |8.69     |A2                |    ~     ~    |    1|  676.911   pc  | -11.3636    +11.3636  |paral   |2020yCat.1350....0G
4236|HD 2124                                                                                                  |Star                              |00 25 49.9033075272 +44 34 14.609786016|118.1395554386153 -18.0626214283778|  18.062 -2.426  |8.82     |K0                |    ~     ~    |    1|  405.515   pc  |  -2.4502     +2.4502  |paral   |2020yCat.1350....0G
4237|BD+43 82                                                                                                 |Pulsating Variable                |00 26 13.5959622720 +44 20 06.360831204|118.1876239368276 -18.3042807270953|  -11.126 4.095  |9.64     |A2                |    ~     ~    |    1|  270.416   pc  |  -1.1334     +1.1334  |paral   |2020yCat.1350....0G
4238|BD+43 88                                                                                                 |High Proper Motion Star           |00 27 43.7334417864 +44 46 49.183239072|118.5144772266813 -17.8879660934822|  7.262 -62.357  |10.82    |G0                |    ~     ~    |    1|  184.963   pc  |  -1.9500     +1.9500  |paral   |2020yCat.1350....0G
