C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:22:32

dec< 0&rah >=14.5&rah< 14.75&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 5942

 #  |                                               identifier                                                |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|---------------|---------------|-----|----------------|-------------------------|--------|-------------------
5671|CD-30 11493                                                                                              |Star                                  |14 31 43.4413847064 -30 53 37.363010316|327.0718584328097 +27.2346840829515|  5.947 -15.673    |10.934   |~              |    ~     ~    |    1|  270.641   pc  |  -4.9480     +4.9480    |ST-L    |2020AJ....160...83S
5672|HD 127772                                                                                                |Star                                  |14 33 57.5371841688 -30 37 01.758698400|327.6931980494813 +27.2787231619529|  -15.871 0.632    |9.711    |A9III/IV       |    ~     ~    |    1|  453.387   pc  | -17.9300    +17.9300    |ST-L    |2020AJ....160...83S
5673|TYC 6757-1403-1                                                                                          |Star                                  |14 32 49.5636174360 -29 26 35.967092460|328.0184232976530 +28.4429110308897|-25.699 -28.472    |10.41    |~              |    ~     ~    |    1|  165.799   pc  |  -0.4838     +0.4838    |paral   |2020yCat.1350....0G
5674|HD 127604                                                                                                |Star                                  |14 33 02.8644874080 -29 25 00.593228028|328.0809550225822 +28.4458449935499|  -22.729 0.170    |9.06     |K1III          |    ~     ~    |    1|  712.504   pc  | -11.1178    +11.1178    |paral   |2020yCat.1350....0G
5675|HD 127359                                                                                                |Star                                  |14 31 33.5002299504 -28 37 34.419921960|328.1367177160824 +29.2994727637421|-22.603 -23.583    |8.60     |F3V            |    ~     ~    |    1|  127.285   pc  |  -0.3678     +0.3678    |paral   |2020yCat.1350....0G
5676|TYC 6758-862-1                                                                                           |Star                                  |14 39 21.8058705576 -29 15 40.681909188|329.5577763001207 +27.9715214497990|-39.905 -21.689    |10.848   |~              |    ~     ~    |    1|  264.189   pc  |  -4.1990     +4.1990    |ST-L    |2020AJ....160...83S
5677|HD 128008                                                                                                |Star                                  |14 35 11.7409174392 -29 20 55.007390400|328.5929518243693 +28.3021342232054|  -9.792 -9.811    |9.78     |F0V            |    ~     ~    |    1|  305.120   pc  |  -1.5454     +1.5454    |paral   |2020yCat.1350....0G
5678|TYC 6757-159-1                                                                                           |Star                                  |14 36 24.3536818416 -29 10 25.067653392|328.9499050802891 +28.3415077312023| -13.028 -1.373    |10.78    |~              |    ~     ~    |    1|  587.027   pc  |  -7.9947     +7.9947    |paral   |2020yCat.1350....0G
5679|TYC 6757-718-1                                                                                           |Star                                  |14 37 24.7204354872 -28 41 09.106187316|329.4233369854384 +28.6781165646465|   3.863 -2.409    |10.79    |~              |    ~     ~    |    1| 1044.823   pc  | -14.0823    +14.0823    |paral   |2020yCat.1350....0G
5680|HD 129067                                                                                                |Star                                  |14 41 13.2085349448 -28 25 07.703733288|330.4090572252459 +28.5308183723124| -13.500 29.933    |9.86     |F6V            |    ~     ~    |    1|  140.805   pc  |  -5.4522     +5.4522    |paral   |2020yCat.1350....0G
5681|HD 128930                                                                                                |Star                                  |14 40 24.3021511032 -28 08 24.632828304|330.3760820994834 +28.8609736809508|-18.538 -12.884    |9.09     |G8III          |    ~     ~    |    1|  427.588   pc  |  -4.1503     +4.1503    |paral   |2020yCat.1350....0G
5682|HD 127829                                                                                                |Star                                  |14 34 15.2792755152 -28 06 41.592206988|329.0074165053903 +29.5026455315776|-22.921 -13.924    |10.087   |A8III          |    ~     ~    |    1|  405.256   pc  | -13.2300    +13.2300    |ST-L    |2020AJ....160...83S
5683|TYC 6753-1688-1                                                                                          |Star                                  |14 35 20.3083844904 -27 55 25.057139736|329.3497980680302 +29.5642179057449| 14.001 -13.876    |10.171   |~              |    ~     ~    |    1|  116.051   pc  |  -0.8885     +0.8885    |ST-L    |2020AJ....160...83S
5684|HD 128029                                                                                                |Star                                  |14 35 19.5437525976 -27 54 42.761816136|329.3529581197766 +29.5759823944434|-21.380 -13.426    |10.091   |K              |    ~     ~    |    1|  433.614   pc  |  -3.0835     +3.0835    |paral   |2020yCat.1350....0G
5685|CD-27 9930                                                                                               |Star                                  |14 35 55.2792451392 -27 43 56.726408028|329.5810865174739 +29.6770778535983|  -0.272 -8.469    |10.148   |~              |    ~     ~    |    1|  855.412   pc  | -43.8800    +43.8800    |ST-L    |2020AJ....160...83S
5686|CD-27 9996                                                                                               |Star                                  |14 42 44.7506402400 -28 20 51.293458428|330.7841728271210 +28.4360863996333|-14.097 -11.900    |10.191   |~              |    ~     ~    |    1|  665.947   pc  | -27.9300    +27.9300    |ST-L    |2020AJ....160...83S
5687|HD 129397                                                                                                |Star                                  |14 43 05.8706800056 -28 16 32.175512004|330.9005354641083 +28.4628347258285| -24.656 22.171    |9.789    |F6V            |    ~     ~    |    1|  177.544   pc  |  -2.5770     +2.5770    |ST-L    |2020AJ....160...83S
5688|CD-27 10027                                                                                              |Star                                  |14 44 43.1774654592 -28 13 44.218869960|331.2827013732401 +28.3335519323457| 14.240 -14.397    |10.316   |~              |    ~     ~    |    1|  708.130   pc  | -28.6200    +28.6200    |ST-L    |2020AJ....160...83S
5689|HD 129195                                                                                                |Star                                  |14 41 57.1695286632 -28 03 56.748380544|330.7600920861058 +28.7669919061212|   -0.439 4.636    |7.01     |K2III          |    ~     ~    |    1|  236.507   pc  | -11.2375    +11.2375    |paral   |2020yCat.1350....0G
5690|HD 129605                                                                                                |High Proper Motion Star               |14 44 04.5802702728 -27 09 50.273255916|331.7245998758639 +29.3358601434225|-46.781 -44.982    |9.94     |G0V            |    ~     ~    |    1|  191.777   pc  |  -2.3990     +2.3990    |ST-L    |2020AJ....160...83S
5691|HD 129030                                                                                                |Star                                  |14 41 02.3197811688 -27 26 55.135628088|330.8881247106754 +29.4066899085940|   8.773 -2.462    |10.44    |A9V            |    ~     ~    |    1|  366.421   pc  |  -2.9941     +2.9941    |paral   |2020yCat.1350....0G
