C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:57:10

dec< 0&rah >=5.75&rah< 6.0&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 5111

 #  |                              identifier                              |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|----------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|-----------------|---------------|-----|----------------|-----------------------|--------|-------------------
4486|HD 41495                                                              |Star                                  |05 57 54.4531760904 -73 33 59.801581692|284.4577291330493 -29.7113774781980| -31.270 20.522  |9.93     |F3/5(V)          |    ~     ~    |    1|  175.954   pc  |  -1.5880     +1.5880  |ST-L    |2020AJ....160...83S
4487|HD 39536                                                              |Star                                  |05 45 19.0446488472 -74 11 04.320083760|285.2774796038794 -30.5130483897143|  -5.523 26.134  |9.63     |K1/2(III)        |    ~     ~    |    1|  529.801   pc  |  -3.0034     +3.0034  |paral   |2020yCat.1350....0G
4488|HD 39657                                                              |Star                                  |05 46 09.0270574128 -74 02 56.866381116|285.1128010792277 -30.4750101258336|  28.618 26.839  |9.608    |F6IV/V           |    ~     ~    |    1|  111.606   pc  |  -0.6171     +0.6171  |ST-L    |2020AJ....160...83S
4489|HD 39877                                                              |Star                                  |05 47 08.0858054976 -74 46 13.007171604|285.9308119604211 -30.3120030298173|  -0.596 14.260  |9.44     |A2V              |    ~     ~    |    1|  313.647   pc  |  -1.3281     +1.3281  |paral   |2020yCat.1350....0G
4490|CD-74 279                                                             |Star                                  |05 48 29.0459200608 -74 51 03.780824796|286.0097444439406 -30.2135768856634|   -3.017 8.380  |10.145   |~                |    ~     ~    |    1|  423.161   pc  |  -9.2210     +9.2210  |ST-L    |2020AJ....160...83S
4491|HD 40646                                                              |Pulsating Variable                    |05 52 02.5894089120 -74 44 13.303563792|285.8456139645606 -29.9960863451163|  11.122 14.238  |8.91     |A3V              |    ~     ~    |    1|  341.927   pc  |  -6.9564     +6.9564  |paral   |2020yCat.1350....0G
4492|HD 41038                                                              |Star                                  |05 54 51.5980455456 -74 04 16.408882596|285.0584546243767 -29.8785143192057|   3.847 11.282  |9.44     |K0/2             |    ~     ~    |    1|  474.316   pc  |  -2.4747     +2.4747  |paral   |2020yCat.1350....0G
4493|CD-74 284                                                             |Star                                  |05 54 59.4452892264 -74 00 19.144508760|284.9818006872911 -29.8759090085650|  11.853 17.234  |10.181   |~                |    ~     ~    |    1|  293.251   pc  |  -4.3620     +4.3620  |ST-L    |2020AJ....160...83S
4494|CD-75 232                                                             |Long-Period Variable Candidate        |05 45 26.1645624048 -75 45 59.821737408|287.0906299759642 -30.2740811550941|   2.517 12.128  |9.54     |M3/4(III)        |    ~     ~    |    1| 1292.16    pc  | -33.5603    +33.5603  |paral   |2020yCat.1350....0G
4495|HD 39721                                                              |Star                                  |05 45 51.4847317128 -75 17 06.764609832|286.5348327390317 -30.3205084700537|   6.848 24.178  |9.85     |F0/2IV/V         |    ~     ~    |    1|  237.741   pc  |  -5.0740     +5.0740  |ST-L    |2020AJ....160...83S
4496|HD 39779                                                              |Star                                  |05 46 14.7632986656 -75 19 46.637934528|286.5815348921564 -30.2896595933818| 14.079 -15.878  |9.58     |K1/2(III)        |    ~     ~    |    1|  495.712   pc  |  -2.6047     +2.6047  |paral   |2020yCat.1350....0G
4497|CD-75 235                                                             |Spectroscopic Binary                  |05 47 14.9346267408 -75 15 28.951555428|286.4889397459997 -30.2369497425407|   3.171 50.341  |10.03    |~                |    ~     ~    |    1|  500.275   pc  |  -7.9588     +7.9588  |paral   |2020yCat.1350....0G
4498|HD 40181                                                              |Star                                  |05 48 54.1031247480 -75 01 05.388158856|286.1972609287044 -30.1646678441948|  -6.878 13.461  |9.06     |A2V              |    ~     ~    |    1|  778.998   pc  |  -9.8308     +9.8308  |paral   |2020yCat.1350....0G
4499|CD-75 237                                                             |Star                                  |05 50 28.6134370080 -75 05 40.517462364|286.2697682490968 -30.0541322280173| 11.103 -22.748  |10.39    |~                |    ~     ~    |    1|  211.403   pc  |  -0.5408     +0.5408  |paral   |2020yCat.1350....0G
4500|HD 40941                                                              |Spectroscopic Binary                  |05 53 33.8817183816 -75 20 38.468890176|286.5281689262990 -29.8286087916467|  -4.643 14.456  |8.30     |F6V              |    ~     ~    |    1|  115.246   pc  |  -2.6855     +2.6855  |paral   |2020yCat.1350....0G
4501|CD-75 239                                                             |Spectroscopic Binary                  |05 53 34.1777848800 -75 36 41.493971160|286.8343463590226 -29.7971915426327|    4.675 6.070  |9.982    |~                |    ~     ~    |    1|  464.640   pc  | -10.4500    +10.4500  |ST-L    |2020AJ....160...83S
4502|HD 41188                                                              |High Proper Motion Star               |05 54 53.9790708480 -75 27 32.026727772|286.6487587777567 -29.7320803826442|  8.942 104.709  |8.40     |G2V              |    ~     ~    |    1|   58.789   pc  |  -0.0646     +0.0646  |paral   |2020yCat.1350....0G
4503|HD 41516                                                              |Star                                  |05 56 51.5401004856 -75 42 32.302829700|286.9197844043113 -29.5839598582990|   9.395 13.741  |9.40     |G6/K0(III)       |    ~     ~    |    1|  662.103   pc  | -21.5500    +21.5500  |ST-L    |2020AJ....160...83S
4504|CD-75 245                                                             |Star                                  |05 57 22.6409820888 -75 05 14.399087676|286.2046867937095 -29.6138468133898| -11.371 12.531  |10.281   |~                |    ~     ~    |    1|  325.110   pc  |  -5.0420     +5.0420  |ST-L    |2020AJ....160...83S
4505|NGC 2161                           NGC 2161                           |Cluster of Stars                      |05 55 43.0 -74 21 14                   |285.3763 -29.7933                  |            ~ ~  |12.95    |~                | 2.30  2.30    |    0|                |                       |        |                   
4506|HD 271557                                                             |Star                                  |05 45 05.4909890448 -73 08 02.808964248|284.0706447749858 -30.6692472987308| -7.170 -29.600  |10.14    |~                |    ~     ~    |    1|  191.373   pc  |  -5.3360     +5.3360  |ST-L    |2020AJ....160...83S
4507|CD-74 276                                                             |Double or Multiple Star               |05 47 11.8375790472 -74 30 58.872997584|285.6386845186820 -30.3422549817277|  10.714 32.767  |10.506   |~                |    ~     ~    |    1|  324.074   pc  |  -5.4040     +5.4040  |ST-L    |2020AJ....160...83S
4508|HD 271709                                                             |Star                                  |05 54 51.8299912464 -73 17 18.437303904|284.1592439873376 -29.9510151973519|-11.792 -24.441  |10.332   |~                |    ~     ~    |    1|  148.068   pc  |  -1.1590     +1.1590  |ST-L    |2020AJ....160...83S
4509|HD 271737                                                             |Star                                  |05 56 54.8974193784 -73 20 33.502185672|284.2070752896615 -29.7997232243605|   1.469 20.082  |10.25    |~                |    ~     ~    |    1|  521.785   pc  |  -3.4032     +3.4032  |paral   |2020yCat.1350....0G
4510|TYC 9175-3-1                                                          |High Proper Motion Star               |05 45 30.9335718648 -74 57 18.717042240|286.1602376297004 -30.3905651740847|  61.713 21.683  |10.77    |~                |    ~     ~    |    1|  724.638   pc  |  -5.3035     +5.3035  |paral   |2020yCat.1350....0G
4511|HD 271575                                                             |Star                                  |05 45 47.5340597976 -73 53 52.780660260|284.9428076848695 -30.5197096453281|   8.714 37.590  |10.84    |~                |    ~     ~    |    1|  185.981   pc  |  -0.3597     +0.3597  |paral   |2020yCat.1350....0G
4512|CD-74 275                                                             |Star                                  |05 46 21.1738977792 -74 52 14.529882360|286.0542666752964 -30.3487435958188|   -1.078 8.809  |10.338   |~                |    ~     ~    |    1| 1100.250   pc  | -67.2900    +67.2900  |ST-L    |2020AJ....160...83S
4513|HD 271588                                                             |Star                                  |05 46 24.7003473792 -73 53 46.719979044|284.9342754628873 -30.4773578118573|  -11.371 5.599  |10.004   |~                |    ~     ~    |    1| 1317.770   pc  | -87.0400    +87.0400  |ST-L    |2020AJ....160...83S
4514|HD 271594                                                             |Star                                  |05 47 06.1795805064 -73 21 34.434367776|284.3092733266717 -30.4970975596117|   -4.350 2.354  |10.925   |M                |    ~     ~    |    1|  874.854   pc  | -35.3600    +35.3600  |ST-L    |2020AJ....160...83S
4515|HD 271608                                                             |High Proper Motion Star               |05 47 51.6341919192 -73 52 54.974053344|284.9028401875779 -30.3795039827347|  58.306 24.607  |10.538   |~                |    ~     ~    |    1|  247.504   pc  |  -3.0790     +3.0790  |ST-L    |2020AJ....160...83S
