C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:18:19

dec< 0&rah >=0.5&rah< 0.75&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 2507

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
102 |CD-41 121                                                                                                |Star                                |00 31 08.2291495272 -40 58 19.548558444|318.4453100436414 -75.5388047857306|   5.688 -6.447   |10.752   |~                 |    ~     ~    |    1| 1362.880   pc  |-112.9000   +112.9000  |ST-L    |2020AJ....160...83S
103 |CD-40 114                                                                                                |Star                                |00 32 20.8449436464 -40 09 54.836259084|318.5931570342427 -76.3769974366914|    9.845 6.770   |10.144   |~                 |    ~     ~    |    1|  711.136   pc  | -23.4800    +23.4800  |ST-L    |2020AJ....160...83S
104 |CD-40 115                                                                                                |Star                                |00 32 26.4640340088 -40 11 35.853311112|318.4837829362725 -76.3559564340379|  9.660 -14.050   |10.52    |~                 |    ~     ~    |    1|  380.445   pc  |  -8.1054     +8.1054  |paral   |2020yCat.1350....0G
105 |CD-40 100                                                                                                |Star                                |00 30 16.7325248328 -39 30 50.347190520|321.1582019318730 -76.8560009166053| -6.636 -19.675   |10.91    |~                 |    ~     ~    |    1|  533.940   pc  | -17.2600    +17.2600  |ST-L    |2020AJ....160...83S
106 |CD-40 104                                                                                                |Star                                |00 30 35.0596158960 -39 19 27.957160776|321.2175362630752 -77.0540689355131|  -3.505 -6.309   |10.19    |~                 |    ~     ~    |    1| 1124.227   pc  | -20.3486    +20.3486  |paral   |2020yCat.1350....0G
107 |CD-40 111                                                                                                |Star                                |00 31 42.9390664128 -39 41 48.805049724|319.7414345910988 -76.7807245759939|   6.060 -3.687   |10.337   |~                 |    ~     ~    |    1| 1376.140   pc  |-119.6000   +119.6000  |ST-L    |2020AJ....160...83S
108 |TYC 7525-265-1                                                                                           |Star                                |00 32 04.8887606616 -39 57 23.517275652|319.0835235099208 -76.5586007668611|  15.862 -4.881   |10.98    |~                 |    ~     ~    |    1|  425.405   pc  |  -4.9948     +4.9948  |paral   |2020yCat.1350....0G
109 |TYC 7528-882-1                                                                                           |Star                                |00 33 09.5222903856 -41 38 43.908847476|316.2373733752620 -75.0070949682333|  9.676 -16.234   |10.527   |~                 |    ~     ~    |    1| 1386.850   pc  |-102.3000   +102.3000  |ST-L    |2020AJ....160...83S
110 |CD-42 180                                                                                                |Star                                |00 35 14.1446493576 -41 43 16.660456716|314.7122262470196 -75.0342768573949|   35.657 6.373   |9.41     |~                 |    ~     ~    |    1|  330.808   pc  |  -2.9985     +2.9985  |paral   |2020yCat.1350....0G
111 |HD 3552                                                                                                  |Star                                |00 38 06.3509483856 -41 35 32.086917708|312.7850302855379 -75.2799512915642|  14.564 -2.972   |7.24     |F7IV/V            |    ~     ~    |    1|  214.551   pc  |  -1.1968     +1.1968  |paral   |2020yCat.1350....0G
112 |HD 3737                                                                                                  |High Proper Motion Star             |00 39 44.6943509040 -41 39 34.497942588|311.5514531681451 -75.2723896172928|-87.373 -89.090   |8.46     |F6/7V             |    ~     ~    |    1|  122.505   pc  |  -0.3227     +0.3227  |paral   |2020yCat.1350....0G
113 |CD-42 193                                                                                                |Spectroscopic Binary                |00 37 08.7804945600 -41 46 06.525281928|313.3254228894879 -75.0700999213120|   2.826 -5.338   |8.15     |K2                |    ~     ~    |    1|  746.770   pc  | -17.5107    +17.5107  |paral   |2020yCat.1350....0G
114 |CD-42 191                                                                                                |Star                                |00 36 41.4266447904 -41 45 52.893911664|313.6504558560488 -75.0552120454188|  23.057 -7.177   |10.90    |~                 |    ~     ~    |    1|  396.076   pc  |  -9.2440     +9.2440  |ST-L    |2020AJ....160...83S
115 |CD-42 227                                                                                                |Star                                |00 42 14.7070379712 -41 32 36.002976432|309.7989431923695 -75.4621166488484|   14.650 2.600   |10.91    |~                 |    ~     ~    |    1|  450.187   pc  |  -2.7968     +2.7968  |paral   |2020yCat.1350....0G
116 |CD-42 229                                                                                                |Star                                |00 42 51.3902922504 -41 37 13.122266376|309.3067181327631 -75.4015504756373|   8.237 16.577   |10.33    |~                 |    ~     ~    |    1|  168.484   pc  |  -1.5060     +1.5060  |ST-L    |2020AJ....160...83S
117 |HD 3092                                                                                                  |High Proper Motion Star             |00 33 52.9448018328 -39 14 44.162476764|318.6241307176964 -77.3428285251835| 56.006 -37.015   |8.24     |F5V               |    ~     ~    |    1|   95.521   pc  |  -0.2190     +0.2190  |paral   |2020yCat.1350....0G
118 |CD-39 138                                                                                                |High Proper Motion Star             |00 35 23.8068776976 -39 05 54.625425540|317.5381060529057 -77.5712144478376|115.629 -97.387   |9.92     |G2                |    ~     ~    |    1|  112.780   pc  |  -0.1832     +0.1832  |paral   |2020yCat.1350....0G
119 |CD-40 122                                                                                                |High Proper Motion Star             |00 33 45.2250282936 -39 50 58.259559228|317.9070043043919 -76.7601439621801| 65.729 -80.739   |10.018   |F8                |    ~     ~    |    1|  161.040   pc  |  -1.5250     +1.5250  |ST-L    |2020AJ....160...83S
120 |HD 3085                                                                                                  |Star                                |00 33 48.0143361672 -39 55 28.591293684|317.7723498347978 -76.6911337798394|   26.177 8.901   |7.419    |B9V               |    ~     ~    |    1|  176.131   pc  |  -1.2874     +1.2874  |paral   |2020yCat.1350....0G
121 |HD 3197                                                                                                  |Star                                |00 34 58.8480326352 -40 10 23.643849576|316.5312752181908 -76.5173725092354|  30.841 22.907   |8.57     |K0III             |    ~     ~    |    1|  363.504   pc  |  -2.7484     +2.7484  |paral   |2020yCat.1350....0G
122 |HD 3277                                                                                                  |Spectroscopic Binary                |00 35 34.2519910392 -39 44 46.656656448|316.5659016409936 -76.9589608349043|115.796 -166.744  |7.44     |G8V               |    ~     ~    |    1|   29.274   pc  |  -0.2193     +0.2193  |paral   |2020yCat.1350....0G
123 |CD-41 134                                                                                                |High Proper Motion Star             |00 33 50.7293506056 -40 25 50.666356452|317.1067233223664 -76.2095404138509| 54.067 -80.999   |10.360   |G0                |    ~     ~    |    1|  176.770   pc  |  -3.5810     +3.5810  |ST-L    |2020AJ....160...83S
