C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.23CEST06:17:40

Vmag< 11&dec >=0&rah >=17.5&rah< 17.75
--------------------------------------

Number of objects : 4781

 #  |                              identifier                              |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   
----|----------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------
153 |BD+70 951                                                             |High Proper Motion Star        |17 42 04.2661229592 +69 59 47.479055892|100.4702951275320 +31.2800038523766| -85.518 18.165   |9.895    |K5V            |    ~     ~    
154 |BD+69 923                                                             |Star                           |17 30 50.2568388624 +69 19 27.306560208|099.8343240140682 +32.3346631557181|  -2.430 -0.056   |8.95     |K0             |    ~     ~    
155 |BD+69 924                                                             |Star                           |17 31 23.5337285280 +69 12 46.723972968|099.6955400945616 +32.3024923762204|  24.232 17.185   |9.69     |F5             |    ~     ~    
156 |HD 159906                                                             |Star                           |17 31 17.8772779872 +69 35 59.936312436|100.1497077165427 +32.2535316098324| -6.093 -17.260   |7.26     |K0             |    ~     ~    
157 |BD+69 926                                                             |Star                           |17 32 03.9778871448 +69 23 37.983239520|099.8969970740020 +32.2173365615693|   2.399 -0.736   |9.97     |F2             |    ~     ~    
158 |BD+69 928                                                             |Star                           |17 33 36.3682849896 +69 47 37.819251816|100.3416183295175 +32.0271164405201|-12.414 -19.569   |9.77     |G0             |    ~     ~    
159 |BD+69 929                                                             |Star                           |17 35 20.8168978248 +69 38 01.339884060|100.1301457449448 +31.8997520900834|  9.541 -10.666   |8.64     |K2             |    ~     ~    
160 |HD 160723                                                             |Star                           |17 35 30.4426550352 +69 17 49.431448104|099.7348095976095 +31.9299980190119|  5.880 -20.511   |7.25     |K0             |    ~     ~    
161 |BD+69 931                                                             |Star                           |17 35 33.8092331832 +69 35 29.460527376|100.0779469735616 +31.8866599887897|   2.459 -6.035   |9.80     |G5             |    ~     ~    
162 |TYC 4428-1744-1                                                       |Star                           |17 37 51.6077463096 +69 16 05.823182928|099.6708090917082 +31.7271021503329|  -1.654 14.119   |10.64    |G0             |    ~     ~    
163 |BD+69 935                                                             |Star                           |17 37 37.4025710160 +69 14 31.341311952|099.6431127590319 +31.7510502888455|   0.059 15.250   |9.44     |K2             |    ~     ~    
164 |BD+69 936                                                             |High Proper Motion Star        |17 38 34.3666779360 +68 54 49.974565788|099.2483417153774 +31.7049365667167| -45.498 89.630   |9.20     |K0             |    ~     ~    
165 |HD 161298                                                             |Star                           |17 38 54.4648329096 +69 11 39.835347828|099.5718627906206 +31.6434683899850|  7.193 -15.357   |8.52     |A0             |    ~     ~    
166 |HD 161538                                                             |High Proper Motion Star        |17 40 16.9125067464 +69 09 01.028544408|099.5045113426240 +31.5269623385674| 56.504 125.912   |7.01     |F2             |    ~     ~    
167 |BD+69 941                                                             |Double or Multiple Star        |17 41 17.943120 +69 47 59.06328        |100.249850021 +31.367534480        |      -8.5 53.8   |9.46     |F8             |    ~     ~    
168 |HD 161919                                                             |Star                           |17 42 26.4395397336 +69 07 59.918735460|099.4614972618512 +31.3375760273304| -10.133 41.554   |8.56     |G0             |    ~     ~    
169 |BD+69 945                                                             |Star                           |17 43 10.3121248488 +69 29 29.687750052|099.8712044638947 +31.2378732089997|  5.669 -11.471   |10.08    |F0             |    ~     ~    
170 |HD 162195                                                             |High Proper Motion Star        |17 43 55.7458309152 +69 04 26.430061332|099.3776506816228 +31.2110982925083|-60.396 -41.694   |7.82     |F8             |    ~     ~    
171 |BD+68 937                                                             |Star                           |17 31 36.0584193696 +68 32 19.140724968|098.9022686827370 +32.3791765016743|-11.738 -44.720   |8.44     |K0             |    ~     ~    
172 |* f Dra                                                               |High Proper Motion Star        |17 31 57.8711593056 +68 08 06.090797328|098.4232742759491 +32.4001331539750|-12.689 132.600   |5.074    |G9IIIb         |    ~     ~    
173 |BD+68 939                                                             |Star                           |17 34 02.2710223800 +68 46 33.506640984|099.1453912441227 +32.1277659487330|   -6.124 6.789   |8.88     |M1             |    ~     ~    
174 |HD 160450                                                             |Star                           |17 34 28.5362033928 +68 07 09.868239516|098.3700768040190 +32.1700940484348|  0.743 -18.707   |7.97     |K2             |    ~     ~    
175 |HD 160605                                                             |High Proper Motion Star        |17 35 09.5280721296 +68 48 42.990181200|099.1722351036428 +32.0226383646927|-78.822 122.035   |8.02     |K2             |    ~     ~    
176 |BD+68 942                                                             |Star                           |17 35 53.5849917216 +68 31 50.570011668|098.8334511878310 +31.9907824559415|  -14.474 0.045   |9.11     |K2             |    ~     ~    
177 |BD+68 943                                                             |Star                           |17 35 47.5160937984 +68 54 00.943654428|099.2671726517778 +31.9549879387181|   -9.745 1.363   |9.76     |F0             |    ~     ~    
178 |BD+68 944                                                             |Star                           |17 35 54.6498775776 +68 48 20.306264580|099.1549433489758 +31.9559799766410| -5.784 -46.733   |8.95     |K0             |    ~     ~    
179 |V* DZ Dra                                                             |Long-Period Variable           |17 36 29.7794482344 +68 29 20.017820508|098.7768253387718 +31.9408475952093|-12.041 -19.900   |7.32     |K5             |    ~     ~    
180 |HD 160861                                                             |Spectroscopic Binary           |17 36 42.1122839304 +68 22 58.932079500|098.6503509859811 +31.9343002357701|   5.476 84.274   |8.04     |F5V            |    ~     ~    
181 |BD+68 948                                                             |Star                           |17 37 00.2711053224 +68 03 33.663447432|098.2676183733631 +31.9426625500206|  2.873 -20.824   |8.91     |K2             |    ~     ~    
182 |TYC 4428-1547-1                                                       |Star                           |17 39 35.4155118168 +68 12 18.336131316|098.4084009314537 +31.6879058653594|  1.752 -36.598   |10.46    |G              |    ~     ~    
