C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.23CEST07:20:27

Vmag< 11&dec >=0&rah >=23.25&rah< 23.5
--------------------------------------

Number of objects : 4862

 #  |                              identifier                              |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |     spec. type      |   ang. size   
----|----------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|---------------------|---------------
2569|BD+14 4959                                                            |High Proper Motion Star        |23 15 42.7678947432 +15 01 26.244264684|091.1876587238696 -41.8720977478223| 63.319 -10.818  |9.55     |F8V                  |    ~     ~    
2570|BD+14 4961                                                            |High Proper Motion Star        |23 15 47.2861069272 +15 06 46.896883812|091.2669128952912 -41.8029793350254|-61.115 -97.959  |9.17     |F8V                  |    ~     ~    
2571|BD+13 5084                                                            |High Proper Motion Star        |23 16 46.0979601768 +14 20 25.696927212|091.0413761571846 -42.5936085011634|  87.367 21.306  |9.20     |K2                   |    ~     ~    
2572|HD 219656                                                             |Star                           |23 17 20.2421401296 +14 41 41.949148524|091.4370073793235 -42.3497047326088|   16.666 6.078  |8.24     |K0III                |    ~     ~    
2573|BD+13 5082                                                            |Double or Multiple Star        |23 15 57.170400 +14 28 21.92628        |090.894691211 -42.381978384        |     55.2 -38.5  |9.88     |~                    |    ~     ~    
2574|HD 219685                                                             |Star                           |23 17 46.1569150368 +16 32 52.953579312|092.7328320211294 -40.7670962524929| 26.659 -27.371  |7.72     |K3III                |    ~     ~    
2575|BD+15 4797                                                            |High Proper Motion Star        |23 18 06.7298114016 +16 20 17.470417128|092.6993669944475 -40.9910576837336|-52.940 -52.143  |9.45     |F8                   |    ~     ~    
2576|BD+15 4800                                                            |Star                           |23 18 55.7099021760 +16 34 35.030841924|093.0752689365643 -40.8710582013540|  1.722 -21.389  |9.38     |K0                   |    ~     ~    
2577|BD+15 4820                                                            |Star                           |23 24 24.1905354600 +16 28 59.361250296|094.5754445951848 -41.5468153620483|    2.863 1.608  |10.36    |M0                   |    ~     ~    
2578|BD+15 4801                                                            |Star                           |23 19 01.8427007616 +15 51 03.803243544|092.6565203466005 -41.5248535583097| -3.723 -10.218  |9.75     |K0                   |    ~     ~    
2579|BD+15 4810                                                            |High Proper Motion Star        |23 20 52.9917047568 +16 13 38.117574804|093.4150973580114 -41.3965601989536| -52.389 36.584  |9.75     |F4V                  |    ~     ~    
2580|BD+15 4814                                                            |Star                           |23 22 57.9789941736 +16 12 12.312134640|093.9962764236990 -41.6441192277741|-23.726 -10.017  |9.38     |K0                   |    ~     ~    
2581|TYC 1713-974-1                                                        |Star                           |23 23 08.5514611440 +16 04 26.982330420|093.9692912090668 -41.7786277130934|  -8.015 -9.410  |9.87     |G5                   |    ~     ~    
2582|HD 220373                                                             |High Proper Motion Star        |23 23 03.9576097896 +16 04 08.010620652|093.9440786061012 -41.7750849766506|-67.863 -93.553  |8.640    |F7V                  |    ~     ~    
2583|BD+15 4817                                                            |Star                           |23 23 33.8689092984 +15 58 16.184659692|094.0290411690035 -41.9161341064732|  10.563 -2.216  |9.78     |K0                   |    ~     ~    
2584|BD+15 4822                                                            |Star                           |23 25 15.3989563128 +15 57 02.814140844|094.5073849252492 -42.1149927244119|-19.230 -11.573  |9.26     |G0                   |    ~     ~    
2585|BD+15 4823                                                            |Star                           |23 25 31.1351686944 +16 03 13.984634772|094.6447426944228 -42.0501083578400|  -4.825 -4.747  |10.01    |K0                   |    ~     ~    
2586|BD+14 4964                                                            |Star                           |23 17 56.6581711776 +14 49 45.123679092|091.6981751764430 -42.3021766978993|   13.198 7.456  |10.14    |G5                   |    ~     ~    
2587|BD+14 4965                                                            |Star                           |23 17 59.4404705400 +15 21 06.683918148|092.0463064811403 -41.8477305573920|   0.065 -3.435  |10.4     |K0                   |    ~     ~    
2588|BD+14 4966                                                            |Star                           |23 17 58.3880056872 +15 27 49.583446452|092.1123833122801 -41.7471493776982|   24.013 2.665  |8.88     |K0                   |    ~     ~    
2589|HD 219738                                                             |High Proper Motion Star        |23 18 08.8927972800 +15 36 12.812087880|092.2505829618273 -41.6438546048393|  -69.162 0.875  |8.21     |F8V                  |    ~     ~    
2590|BD+14 4968                                                            |Star                           |23 18 55.7731981320 +15 16 23.491332804|092.2646453821617 -42.0239654925401| -24.145 -2.704  |9.63     |F8V                  |    ~     ~    
2591|BD+14 4971                                                            |Star                           |23 19 03.2311267872 +14 48 20.034341604|092.0023540561519 -42.4504225147349|  -6.911 -8.241  |9.43     |A3III                |    ~     ~    
2592|HD 220078                                                             |Star                           |23 20 45.1927693680 +15 02 52.939775256|092.6477246114258 -42.4287727114115| 29.265 -27.256  |7.64     |A5II                 |    ~     ~    
2593|HD 220335                                                             |High Proper Motion Star        |23 22 47.1682375584 +15 22 18.389235216|093.4390122988873 -42.3666481808496|-19.434 -48.252  |8.72     |F6V                  |    ~     ~    
2594|TYC 1168-217-1                                                        |High Proper Motion Star        |23 23 45.6448193496 +14 30 08.314317900|093.1851770010822 -43.2479617897186| 110.987 -7.880  |10.54    |F8                   |    ~     ~    
2595|BD+14 4986                                                            |High Proper Motion Star        |23 24 08.0304789744 +15 20 49.616797344|093.8167483246582 -42.5354131227000| 57.273 -19.393  |9.52     |F4III                |    ~     ~    
2596|BD+14 4989                                                            |Star                           |23 25 24.1955090352 +14 48 44.247218184|093.8634532499031 -43.1508488396120|   5.585 -6.738  |10.47    |F5                   |    ~     ~    
