C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.23CEST05:55:11

Vmag< 11&dec< 0&rah >=14.75&rah< 15.0
-------------------------------------

Number of objects : 5804

 #  |                              identifier                              |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |  spec. type   |   ang. size   
----|----------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|---------------|---------------
3720|HD 130364                                                             |High Proper Motion Star        |14 49 14.7207514632 -45 48 05.839510968|323.4718292878706 +12.3193630045155|-68.895 -57.584    |9.28     |F7/8IV         |    ~     ~    
3721|CD-45 9463                                                            |Star                           |14 51 07.2119246424 -45 53 34.604127492|323.7278424514089 +12.0906184919110| -15.848 -9.764    |10.17    |F2             |    ~     ~    
3722|CD-45 9467                                                            |Star                           |14 51 30.0713947176 -45 44 45.583926756|323.8566674694404 +12.1913103810665| -17.719 -6.009    |10.25    |A3             |    ~     ~    
3723|HD 131168B                                                            |Star                           |14 53 20.8662597384 -45 51 32.730128532|324.0961288524687 +11.9432614088865| -10.553 -0.598    |9.453    |~              |    ~     ~    
3724|HD 131168                                                             |Be Star                        |14 53 22.1163258240 -45 51 20.706661332|324.1009935185105 +11.9445506249460|  -3.029 -2.802    |7.05     |B2Ve           |    ~     ~    
3725|CD-45 9389                                                            |Star                           |14 45 05.1219226536 -46 25 33.220695216|322.5283095562983 +12.0765090292343|   8.431 -6.103    |10.18    |~              |    ~     ~    
3726|HD 129913                                                             |Star                           |14 46 46.2565775352 -46 12 51.814082052|322.8904924429533 +12.1399459320850|   6.799 -5.655    |9.89     |F0IV(m)        |    ~     ~    
3727|HD 130202                                                             |Star                           |14 48 22.5377371152 -46 18 02.159722152|323.1060198749617 +11.9400988298003| -11.695 -6.049    |9.29     |A1V            |    ~     ~    
3728|HD 130546                                                             |Star                           |14 50 18.5690001816 -46 15 54.945108252|323.4275170161050 +11.8221761037818|  -6.228 -6.176    |9.61     |B5V            |    ~     ~    
3729|HD 130629                                                             |Star                           |14 50 43.1806943664 -46 17 36.686134788|323.4790916109196 +11.7649637166168|-15.312 -10.473    |8.49     |F8IV/V         |    ~     ~    
3730|HD 130658                                                             |Star                           |14 50 56.9330037312 -46 21 29.731070376|323.4852219936560 +11.6893309491748|  -12.356 1.637    |9.07     |K1IV           |    ~     ~    
3731|HD 130760                                                             |Star                           |14 51 26.0296905576 -46 29 02.218375716|323.5030817295258 +11.5394081366947| -13.818 -9.067    |9.16     |A1V            |    ~     ~    
3732|HD 131144                                                             |Double or Multiple Star        |14 53 22.2914 -46 23 38.212            |323.8480365 +11.4667410            |  -4.066 -2.623    |9.72     |A0V            |    ~     ~    
3733|HD 131243                                                             |Star                           |14 53 56.6956456368 -46 15 29.536493220|324.0016045654961 +11.5414429571400| -12.294 -8.420    |8.66     |B9.5V          |    ~     ~    
3734|HD 131419                                                             |Star                           |14 55 05.2703437512 -46 24 55.698159564|324.1053044127374 +11.3105376990948|  -1.144 -7.211    |9.57     |G5/6III        |    ~     ~    
3735|HD 131463                                                             |Star                           |14 55 17.4243757272 -46 28 35.397075648|324.1077424235560 +11.2402793472576|  -5.034 -5.990    |10.35    |B9/A0V         |    ~     ~    
3736|HD 131532                                                             |Star                           |14 55 39.8344259712 -46 17 39.383975364|324.2526965520573 +11.3712405664047|-12.213 -12.980    |8.96     |K3/4(III)      |    ~     ~    
3737|CD-46 9546                                                            |Star                           |14 45 03.1938472872 -46 58 26.282802720|322.2809926273903 +11.5847571834175|-18.282 -12.091    |10.11    |F2             |    ~     ~    
3738|HD 129641                                                             |Star                           |14 45 08.1814756128 -47 17 04.190190360|322.1571072674514 +11.2986015064897|  -9.367 -3.090    |9.68     |A3III          |    ~     ~    
3739|HD 129689                                                             |Star                           |14 45 23.2551558792 -47 06 07.613132148|322.2768280300902 +11.4445776814668| -26.358 19.646    |8.88     |G8/K0III       |    ~     ~    
3740|V* OO Lup                                                             |Eclipsing Binary               |14 45 46.2336849216 -46 48 12.391972704|322.4692258595392 +11.6853003581177|-44.081 -16.949    |8.69     |F3/5V          |    ~     ~    
3741|HD 129792                                                             |Star                           |14 46 03.3683446104 -46 47 05.091162828|322.5224710540683 +11.6808538896060|  -6.479 17.756    |9.64     |F2V            |    ~     ~    
3742|HD 129858                                                             |Star                           |14 46 28.9930938144 -47 26 28.023226440|322.2972227720281 +11.0584900231286|-39.893 -15.418    |5.74     |A1V            |    ~     ~    
3743|HD 129984                                                             |Star                           |14 47 06.2100120864 -47 21 09.329505840|322.4328673415944 +11.0921801851483|-30.157 -23.431    |9.66     |F3/5II/III     |    ~     ~    
3744|HD 129993                                                             |Star                           |14 47 17.6800783608 -47 24 15.227448840|322.4394093150280 +11.0315780140847|   0.565 -0.701    |10.17    |B9.5V          |    ~     ~    
3745|HD 130014                                                             |Star                           |14 47 24.6582152808 -47 30 03.472802604|322.4141198374591 +10.9360383054708|  -6.590 -6.641    |9.95     |B8V            |    ~     ~    
3746|HD 130013                                                             |Star                           |14 47 23.8297022328 -47 18 02.929493772|322.5015968494094 +11.1168519026798|  -7.798 -4.187    |9.34     |K2/3(III)      |    ~     ~    
3747|CD-46 9576                                                            |Star                           |14 47 24.2275709232 -47 02 46.814259840|322.6167246556012 +11.3449043469324| 44.030 -22.791    |10.09    |F5             |    ~     ~    
3748|CD-46 9581                                                            |Long-Period Variable Candidate |14 47 44.2195591632 -46 36 23.794026840|322.8667700711869 +11.7144773804456|  -11.469 5.611    |9.00     |M0/1(III)      |    ~     ~    
